39852,48457.6006234671,56185.52499706001
113595,106736.63224864232,49543.407580485116
196328,122225.15885946235,35309.094247636494
300357,158803.10166495675,38903.15643773673
433752,209320.0903628056,56663.2515055112
575128,223077.94234172718,103907.5406289025
749566,279924.5881443677,145611.5867280245
1107374,595434.8327927575,210624.47302695664
1879904,1324328.444401034,597462.8420766793
2989595,1956541.3166489548,270679.66711991385
